SPCD,COMMON_NAME,GENUS,MYCO_ASSO,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_SRS,SFTWD_HRDWD,EAST,WEST,CARIBBEAN,ref
8748,tropical almond,Terminalia,AM,spp.,,,TERMI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8750,troipical almond,Terminalia,AM,catappa,,,TECA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8754,Ivory Coast almond,Terminalia,AM,ivorensis,,,TEIV2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8756,East Indian almond,Terminalia,AM,myriocarpa,,,TEMY,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8757,Peruvian almond,Terminalia,AM,oblonga,,,TEOB,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8761,superb terminalia,Terminalia,AM,superba,,,TESU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8762,saintedwood,Ternstroemia,AM,heptasepala,,,TEHE3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8763,palo colorado,Ternstroemia,AM,luquillensis,,,TELU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8764,copey vera,Ternstroemia,AM,peduncularis,,,TEPE,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8766,mamey de cura,Ternstroemia,AM,stahlii,,,TEST3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8767,el yunque colorado,Ternstroemia,AM,subsessilis,,,TESU,53,53,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8768,masa,Tetragastris,AM,balsamifera,,,TEBA,53,53,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8778,stinkingfish,Tetrazygia,AM,angustifolia,,,TEAN2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8780,Puerto Rico clover ash,Tetrazygia,AM,biflora,,,TEBI2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8781,krekre,Tetrazygia,AM,elaeagnoides,,,TEEL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8783,cenizo,Tetrazygia,AM,urbanii,,,TEUR,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
8784,cacao,Theobroma,AM,cacao,,,THCA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8786,maga,Thespesia,AM,grandiflora,,,THGR2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8787,Portia tree,Thespesia,AM,populnea,,,THPO3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8789,luckynut,Thevetia,AM,peruviana,,,THPE3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8793,ceboruquillo,Thouinia,AM,striata,,,THST2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8794,Puerto Rico ceboruquillo,Thouinia,AM,striata,portoricensis,,THSTP,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8803,Brazilian glorytree,Tibouchina,AM,granulosa,,,TIGR3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8811,redcedar,Toona,AM,spp.,,,TOONA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8812,Australian redcedar,Toona,AM,ciliata,,,TOCI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8816,boje,Torralbasia,AM,cuneifolia,,,TOCU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8825,cold withe,Tournefortia,AM,filiflora,,,TOFI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8828,Lamarck's trema,Trema,AM,lamarckianum,,,TRLA2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8829,Jamaican nettletree,Trema,AM,micranthum,,,TRMI2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8833,broomstick,Trichilia,AM,hirta,,,TRHI3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8834,gaita,Trichilia,AM,pallida,,,TRPA2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8836,bariaco,Trichilia,AM,triacantha,,,TRTR8,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8842,limeberry,Triphasia,AM,trifolia,,,TRTR7,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8843,Triplaris spp.,Triplaris,AM,spp.,,,TRIPL5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8844,ant tree,Triplaris,AM,cumingiana,,,TRCU6,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8848,white ramoon,Trophis,AM,racemosa,,,TRRA4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8850,muttonwood,Turpinia,AM,occidentalis,,,TUOC,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8853,scratchbush,Urera,AM,baccifera,,,URBA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8854,flameberry,Urera,AM,caracasana,,,URCA2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8855,ortiga,Urera,AM,chlorocarpa,,,URCH2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8861,voa vanga,Vangueria,AM,madagascariensis,,,VAMA5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8871,lilac chastetree,Vitex,AM,agnus-castus,,,VIAG,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8873,higuerillo,Vitex,AM,divaricata,,,VIDI2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8881,Wallenia lamarckiana,Wallenia,AM,lamarckiana,,,WALA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8901,tallow wood,Ximenia,AM,americana,,,XIAM,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8906,mucha-gente,Xylosma,AM,buxifolia,,,XYBU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8910,spiny logwood,Xylosma,AM,pachyphylla,,,XYPA2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8912,white logwood,Xylosma,AM,schaefferioides,,,XYSC2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8913,Schwaneck's logwood,Xylosma,AM,schwaneckeana,,,XYSC3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8916,aloe yucca,Yucca,AM,aloifolia,,,YUAL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8918,moundlily yucca,Yucca,AM,gloriosa,,,YUGL2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8919,bluestem yucca,Yucca,AM,guatemalensis,,,YUGU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8923,Maricao pricklyash,Zanthoxylum,AM,bifoliolatum,,,ZABI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8924,prickly yellow,Zanthoxylum,AM,caribaeum,,,ZACA3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8928,West Indian satinwood,Zanthoxylum,AM,flavum,,,ZAFL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8931,white pricklyash,Zanthoxylum,AM,martinicense,,,ZAMA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8932,yellow prickle,Zanthoxylum,AM,monophyllum,,,ZAMO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8934,dotted pricklyash,Zanthoxylum,AM,punctatum,,,ZAPU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8935,niaragato,Zanthoxylum,AM,spinifex,,,ZASP,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8937,St. Thomas pricklyash,Zanthoxylum,AM,thomasianum,,,ZATH,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8938,Zapoteca portoricensis,Zapoteca,AM,portoricensis,,,ZAPO2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8939,Indian jujube,Ziziphus,AM,mauritiana,,,ZIMA,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8940,cacao rojo,Ziziphus,AM,reticulata,,,ZIRE,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8941,soana,Ziziphus,AM,rignonii,,,ZIRI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8943,Taylor's jujube,Ziziphus,AM,taylorii,,,ZITA,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
10,fir spp.,Abies,ECM,spp.,,,ABIES,6,,,2,1,220,X,X,X,S,E,W,,10.1111/nph.12221
12,balsam fir,Abies,ECM,balsamea,,,ABBA,6,,,2,1,55,X,X,X,S,E,W,,10.1111/nph.12221
15,white fir,Abies,ECM,concolor,,,ABCO,9,,,2,15,2,X,,X,S,,W,,10.1111/nph.12221
16,Fraser fir,Abies,ECM,fraseri,,,ABFR,9,,,2,1,56,X,X,X,S,E,,,10.1111/nph.12221
18,corkbark fir,Abies,ECM,lasiocarpa,arizonica,,ABLAA,9,,,2,1,4,,,X,S,,W,,10.1111/nph.12221
19,subalpine fir,Abies,ECM,lasiocarpa,,,ABLA,9,,,2,1,4,,,X,S,,W,,10.1111/nph.12221
70,larch spp.,Larix,ECM,spp.,,,LARIX,9,,,2,1,73,X,X,,S,E,W,,10.1111/nph.12221
71,tamarack (native),Larix,ECM,laricina,,,LALA,9,,,2,1,65,X,X,,S,E,W,,10.1111/nph.12221
90,spruce spp.,Picea,ECM,spp.,,,PICEA,6,,,2,1,220,X,X,X,S,E,W,,10.1111/nph.12221
91,Norway spruce,Picea,ECM,abies,,,PIAB,9,,,2,1,72,X,X,X,S,E,,,10.1111/nph.12221
93,Engelmann spruce,Picea,ECM,engelmannii,,,PIEN,9,,,2,1,14,X,,X,S,,W,,10.1111/nph.12221
94,white spruce,Picea,ECM,glauca,,,PIGL,6,,,2,1,16,X,X,X,S,E,W,,10.1111/nph.12221
95,black spruce,Picea,ECM,mariana,,,PIMA,6,,,2,3,17,X,X,X,S,E,W,,10.1111/nph.12221
96,blue spruce,Picea,ECM,pungens,,,PIPU,9,,,2,1,15,X,X,X,S,E,W,,10.1111/nph.12221
97,red spruce,Picea,ECM,rubens,,,PIRU,6,,,2,1,58,,X,X,S,E,,,10.1111/nph.12221
100,pine spp.,Pinus,ECM,spp.,,,PINUS,9,51,,1,20,220,X,X,X,S,E,W,C,10.1111/nph.12221
102,Rocky Mountain bristlecone pine,Pinus,ECM,aristata,,,PIAR,9,,,1,10,20,,,X,S,,W,,10.1111/nph.12221
105,jack pine,Pinus,ECM,banksiana,,,PIBA2,5,,,1,4,41,X,X,,S,E,,,10.1111/nph.12221
106,common or two-needle pinyon,Pinus,ECM,edulis,,,PIED,23,,,1,38,162,,,X,S,,W,,10.1111/nph.12221
107,sand pine,Pinus,ECM,clausa,,,PICL,3,,,1,4,44,,,X,S,E,,,10.1111/nph.12221
108,lodgepole pine,Pinus,ECM,contorta,,,PICO,9,,,1,5,23,X,,,S,,W,,10.1111/nph.12221
110,shortleaf pine,Pinus,ECM,echinata,,,PIEC2,2,,,1,6,45,X,X,X,S,E,,,10.1111/nph.12221
111,slash pine,Pinus,ECM,elliottii,,,PIEL,1,,,1,7,46,,,X,S,E,,,10.1111/nph.12221
113,limber pine,Pinus,ECM,flexilis,,,PIFL2,9,,,1,10,25,X,,X,S,,W,,10.1111/nph.12221
114,southwestern white pine ,Pinus,ECM,strobiformis,,,PIST3,9,,,1,10,22,,,X,S,,W,,10.1111/nph.12221
115,spruce pine,Pinus,ECM,glabra,,,PIGL2,3,,,1,4,47,,,X,S,E,,,10.1111/nph.12221
118,Chihuahua pine,Pinus,ECM,leiophylla,,,PILE,9,,,1,10,40,,,X,S,,W,,10.1111/nph.12221
121,longleaf pine,Pinus,ECM,palustris,,,PIPA2,1,,,1,9,48,,,X,S,E,,,10.1111/nph.12221
122,ponderosa pine,Pinus,ECM,ponderosa,,,PIPO,9,,,1,10,26,X,,X,S,E,W,,10.1111/nph.12221
123,Table Mountain pine,Pinus,ECM,pungens,,,PIPU5,3,,,1,4,49,,X,X,S,E,,,10.1111/nph.12221
125,red pine,Pinus,ECM,resinosa,,,PIRE,4,,,1,11,42,X,X,X,S,E,,,10.1111/nph.12221
126,pitch pine,Pinus,ECM,rigida,,,PIRI,3,,,1,4,50,,X,X,S,E,,,10.1111/nph.12221
128,pond pine,Pinus,ECM,serotina,,,PISE,3,,,1,12,51,,X,X,S,E,,,10.1111/nph.12221
129,eastern white pine,Pinus,ECM,strobus,,,PIST,4,,,1,13,53,X,X,X,S,E,,,10.1111/nph.12221
130,Scotch pine,Pinus,ECM,sylvestris,,,PISY,3,,,1,4,71,X,X,X,S,E,W,,10.1111/nph.12221
131,loblolly pine,Pinus,ECM,taeda,,,PITA,2,,,1,14,52,X,X,X,S,E,,,10.1111/nph.12221
132,Virginia pine,Pinus,ECM,virginiana,,,PIVI2,3,,,1,4,54,X,X,X,S,E,,,10.1111/nph.12221
133,singleleaf pinyon,Pinus,ECM,monophylla,,,PIMO,23,,,1,38,162,,,X,S,,W,,10.1111/nph.12221
134,border pinyon,Pinus,ECM,discolor,,,PIDI3,23,,,1,38,162,,,X,S,,W,,10.1111/nph.12221
135,Arizona pine,Pinus,ECM,arizonica,,,PIAR5,9,,,1,10,26,,,X,S,,W,,10.1111/nph.12221
136,Austrian pine,Pinus,ECM,nigra,,,PINI,9,,,1,20,70,X,X,X,S,E,,,10.1111/nph.12221
140,Mexican pinyon pine,Pinus,ECM,cembroides,,,PICE,23,,,1,38,162,,,X,S,,W,,10.1111/nph.12221
141,Papershell pinyon pine,Pinus,ECM,remota,,,PIRE5,23,,,1,38,162,,,X,S,E,,,10.1111/nph.12221
143,Arizona pinyon pine,Pinus,ECM,monophylla,fallax,,PIMOF,23,,,1,38,162,,,X,S,,W,,10.1111/nph.12221
144,Honduras pine,Pinus,ECM,elliottii,elliottii,,PIELE2,9,,,1,7,228,,,X,S,E,,,10.1111/nph.12221
200,Douglas-fir spp.,Pseudotsuga,ECM,spp.,,,PSEUD7,9,,,2,15,220,X,,,S,,W,,10.1111/nph.12221
202,Douglas-fir,Pseudotsuga,ECM,menziesii,,,PSME,9,,,2,15,31,X,X,X,S,,W,,10.1111/nph.12221
260,hemlock spp.,Tsuga,ECM,spp.,,,TSUGA,7,,,2,17,220,X,X,X,S,E,W,,10.1111/nph.12221
261,eastern hemlock,Tsuga,ECM,canadensis,,,TSCA,7,,,2,17,66,X,X,X,S,E,,,10.1111/nph.12221
262,Carolina hemlock,Tsuga,ECM,caroliniana,,,TSCA2,7,,,2,17,66,,,X,S,E,,,10.1111/nph.12221
370,birch spp.,Betula,ECM,spp.,,,BETUL,41,,,4,37,221,X,X,X,H,E,W,,10.1111/nph.12221
371,yellow birch,Betula,ECM,alleghaniensis,,,BEAL2,30,,,4,27,98,X,X,X,H,E,,,10.1111/nph.12221
372,sweet birch,Betula,ECM,lenta,,,BELE,42,,,4,27,221,X,X,X,H,E,,,10.1111/nph.12221
373,river birch,Betula,ECM,nigra,,,BENI,41,,,3,28,129,X,X,X,H,E,,,10.1111/nph.12221
374,water birch,Betula,ECM,occidentalis,,,BEOC2,41,,,3,28,221,X,,X,H,E,W,,10.1111/nph.12221
375,paper birch,Betula,ECM,papyrifera,,,BEPA,41,,,3,28,99,X,X,X,H,E,W,,10.1111/nph.12221
377,Virginia roundleaf birch,Betula,ECM,uber,,,BEUB,41,,,3,27,221,,,X,H,E,,,10.1111/nph.12221
379,gray birch,Betula,ECM,populifolia,,,BEPO,41,,,3,28,224,X,X,X,H,E,,,10.1111/nph.12221
391,"American hornbeam, musclewood",Carpinus,ECM,caroliniana,,,CACA18,43,,,4,25,101,X,X,X,H,E,,,10.1111/nph.12221
400,hickory spp.,Carya,ECM,spp.,,,CARYA,29,,,4,29,221,X,X,X,H,E,,,10.1111/nph.12221
401,water hickory,Carya,ECM,aquatica,,,CAAQ2,29,,,4,29,90,X,,X,H,E,,,10.1111/nph.12221
402,bitternut hickory,Carya,ECM,cordiformis,,,CACO15,29,,,4,29,92,X,X,X,H,E,,,10.1111/nph.12221
403,pignut hickory,Carya,ECM,glabra,,,CAGL8,29,,,4,29,92,X,X,X,H,E,,,10.1111/nph.12221
404,pecan,Carya,ECM,illinoinensis,,,CAIL2,29,,,4,29,91,X,X,X,H,E,,,10.1111/nph.12221
405,shellbark hickory,Carya,ECM,laciniosa,,,CALA21,29,,,4,29,90,X,X,X,H,E,,,10.1111/nph.12221
406,nutmeg hickory,Carya,ECM,myristiciformis,,,CAMY,29,,,4,29,92,,,X,H,E,,,10.1111/nph.12221
407,shagbark hickory,Carya,ECM,ovata,,,CAOV2,29,,,4,29,92,X,X,X,H,E,,,10.1111/nph.12221
408,black hickory,Carya,ECM,texana,,,CATE9,29,,,4,29,92,X,,X,H,E,,,10.1111/nph.12221
409,mockernut hickory,Carya,ECM,alba,,,CAAL27,29,,,4,29,92,X,X,X,H,E,,,10.1111/nph.12221
410,sand hickory,Carya,ECM,pallida,,,CAPA24,29,,,4,29,92,X,X,X,H,E,,,10.1111/nph.12221
411,scrub hickory,Carya,ECM,floridana,,,CAFL6,29,,,4,29,92,,,X,H,E,,,10.1111/nph.12221
412,red hickory,Carya,ECM,ovalis,,,CAOV3,29,,,4,29,92,X,X,X,H,E,,,10.1111/nph.12221
413,southern shagbark hickory,Carya,ECM,carolinae-septentrionalis,,,CACA38,29,,,4,29,92,,,X,H,E,,,10.1111/nph.12221
420,chestnut spp.,Castanea,ECM,spp.,,,CASTA,43,,,3,37,221,X,X,X,H,E,W,,10.1111/nph.12221
421,American chestnut,Castanea,ECM,dentata,,,CADE12,43,,,3,25,101,X,X,X,H,E,,,10.1111/nph.12221
422,Allegheny chinkapin,Castanea,ECM,pumila,,,CAPU9,43,,,3,29,221,X,X,X,H,E,,,10.1111/nph.12221
423,Ozark chinkapin,Castanea,ECM,pumila,ozarkensis,,CAPUO,43,,,3,29,221,X,,X,H,E,,,10.1111/nph.12221
424,Chinese chestnut,Castanea,ECM,mollissima,,,CAMO83,43,,,3,37,146,X,X,X,H,E,W,,10.1111/nph.12221
531,American beech,Fagus,ECM,grandifolia,,,FAGR,33,,,4,27,102,X,X,X,H,E,,,10.1111/nph.12221
701,eastern hophornbeam,Ostrya,ECM,virginiana,,,OSVI,43,,,4,25,221,X,X,X,H,E,,,10.1111/nph.12221
800,oak spp,Quercus,ECM,spp.,,,QUERC,42,,,4,37,221,X,X,X,H,E,W,,10.1111/nph.12221
802,white oak,Quercus,ECM,alba,,,QUAL,25,,,4,29,81,X,X,X,H,E,,,10.1111/nph.12221
803,Arizona white oak,Quercus,ECM,arizonica,,,QUAR,48,,,4,38,210,,,X,H,,W,,10.1111/nph.12221
804,swamp white oak,Quercus,ECM,bicolor,,,QUBI,25,,,4,29,222,X,X,X,H,E,,,10.1111/nph.12221
806,scarlet oak,Quercus,ECM,coccinea,,,QUCO2,28,,,4,29,82,X,X,X,H,E,,,10.1111/nph.12221
808,Durand oak,Quercus,ECM,sinuata,sinuata,,QUSIS,25,,,4,29,89,,,X,H,E,,,10.1111/nph.12221
809,northern pin oak,Quercus,ECM,ellipsoidalis,,,QUEL,28,,,4,29,211,X,X,X,H,E,,,10.1111/nph.12221
810,Emory oak,Quercus,ECM,emoryi,,,QUEM,48,,,4,38,210,,,X,H,,W,,10.1111/nph.12221
812,southern red oak,Quercus,ECM,falcata,,,QUFA,28,,,4,29,88,X,X,X,H,E,,,10.1111/nph.12221
813,cherrybark oak,Quercus,ECM,pagoda,,,QUPA5,26,,,4,29,87,X,X,X,H,E,,,10.1111/nph.12221
814,Gambel oak,Quercus,ECM,gambelii,,,QUGA,48,,,4,38,158,,,X,H,,W,,10.1111/nph.12221
816,scrub oak,Quercus,ECM,ilicifolia,,,QUIL,43,,,4,29,89,,X,X,H,E,,,10.1111/nph.12221
817,shingle oak,Quercus,ECM,imbricaria,,,QUIM,28,,,4,29,202,X,X,X,H,E,,,10.1111/nph.12221
819,turkey oak,Quercus,ECM,laevis,,,QULA2,43,,,4,29,89,,,X,H,E,,,10.1111/nph.12221
820,laurel oak,Quercus,ECM,laurifolia,,,QULA3,28,,,4,29,201,,X,X,H,E,,,10.1111/nph.12221
822,overcup oak,Quercus,ECM,lyrata,,,QULY,27,,,4,29,128,X,X,X,H,E,,,10.1111/nph.12221
823,bur oak,Quercus,ECM,macrocarpa,,,QUMA2,25,,,4,29,83,X,X,X,H,E,,,10.1111/nph.12221
824,blackjack oak,Quercus,ECM,marilandica,,,QUMA3,28,,,4,29,206,X,X,X,H,E,,,10.1111/nph.12221
825,swamp chestnut oak,Quercus,ECM,michauxii,,,QUMI,25,,,4,29,87,X,X,X,H,E,,,10.1111/nph.12221
826,chinkapin oak,Quercus,ECM,muehlenbergii,,,QUMU,25,,,4,29,207,X,X,X,H,E,,,10.1111/nph.12221
827,water oak,Quercus,ECM,nigra,,,QUNI,28,,,4,29,204,X,X,X,H,E,,,10.1111/nph.12221
828,Texas red oak,Quercus,ECM,texana,,,QUTE,28,,,4,29,143,X,,X,H,E,,,10.1111/nph.12221
829,Mexican blue oak,Quercus,ECM,oblongifolia,,,QUOB,48,,,4,38,210,,,X,H,,W,,10.1111/nph.12221
830,pin oak,Quercus,ECM,palustris,,,QUPA2,28,,,4,29,205,X,X,X,H,E,,,10.1111/nph.12221
831,willow oak,Quercus,ECM,phellos,,,QUPH,28,,,4,29,125,X,X,X,H,E,,,10.1111/nph.12221
832,chestnut oak,Quercus,ECM,prinus,,,QUPR2,27,,,4,29,84,X,X,X,H,E,,,10.1111/nph.12221
833,northern red oak,Quercus,ECM,rubra,,,QURU,26,,,4,29,85,X,X,X,H,E,,,10.1111/nph.12221
834,Shumard oak,Quercus,ECM,shumardii,,,QUSH,26,,,4,29,87,X,X,X,H,E,,,10.1111/nph.12221
835,post oak,Quercus,ECM,stellata,,,QUST,27,,,4,29,86,X,X,X,H,E,,,10.1111/nph.12221
836,Delta post oak,Quercus,ECM,similis,,,QUSI2,27,,,4,29,87,,,X,H,E,,,10.1111/nph.12221
837,black oak,Quercus,ECM,velutina,,,QUVE,28,,,4,29,120,X,X,X,H,E,,,10.1111/nph.12221
838,live oak,Quercus,ECM,virginiana,,,QUVI,27,,,4,29,203,,,X,H,E,,,10.1111/nph.12221
840,dwarf post oak,Quercus,ECM,margarettiae,,,QUMA6,27,,,4,29,86,X,,X,H,E,,,10.1111/nph.12221
841,dwarf live oak,Quercus,ECM,minima,,,QUMI2,27,,,4,29,89,,,X,H,E,,,10.1111/nph.12221
842,bluejack oak,Quercus,ECM,incana,,,QUIN,43,,,4,29,89,,,X,H,E,,,10.1111/nph.12221
843,silverleaf oak,Quercus,ECM,hypoleucoides,,,QUHY,48,,,4,38,210,,,X,H,,W,,10.1111/nph.12221
844,Oglethorpe oak,Quercus,ECM,oglethorpensis,,,QUOG,27,,,4,29,151,,,X,H,E,,,10.1111/nph.12221
845,dwarf chinkapin oak,Quercus,ECM,prinoides,,,QUPR,43,,,4,29,207,X,X,X,H,E,,,10.1111/nph.12221
846,gray oak,Quercus,ECM,grisea,,,QUGR3,48,,,4,38,210,,,X,H,,W,,10.1111/nph.12221
847,netleaf oak,Quercus,ECM,rugosa,,,QURU4,48,,,4,38,210,,,X,H,,W,,10.1111/nph.12221
851,Chisos oak,Quercus,ECM,graciliformis,,,QUGR,26,,,4,29,221,,,X,H,E,,,10.1111/nph.12221
927,white willow,Salix,ECM,alba,,,SAAL2,41,,,3,25,123,X,X,X,H,E,W,,10.1111/nph.12221
950,basswood spp.,Tilia,ECM,spp.,,,TILIA,38,,,3,35,221,X,X,X,H,E,,,10.1111/nph.12221
951,American basswood,Tilia,ECM,americana,,,TIAM,38,,,3,35,124,X,X,X,H,E,,,10.1111/nph.12221
952,white basswood,Tilia,ECM,americana,heterophylla,,TIAMH,38,,,3,35,124,X,X,X,H,E,,,10.1111/nph.12221
953,Carolina basswood,Tilia,ECM,americana,caroliniana,,TIAMC,38,,,3,35,124,X,,X,H,E,,,10.1111/nph.12221
6217,Puerto Rico palo de ramon,Banara,ECM,portoricensis,,,BAPO,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6219,Vanderbilt's palo de ramon,Banara,ECM,vanderbiltii,,,BAVA2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6670,seagrape,Coccoloba,ECM,uvifera,,,COUV,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7940,saltwood,Neea,ECM,buxifolia,,,NEBU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8183,Caribbean pine,Pinus,ECM,caribaea,,,PICA18,51,51,,1,20,985,,,X,S,,,C,10.1111/nph.12221
8184,Chinese red pine,Pinus,ECM,massoniana,,,PIMA11,51,51,,1,20,980,,,X,S,,,C,10.1111/nph.12221
8185,Merkus pine,Pinus,ECM,merkusii,,,PIME2,51,51,,1,20,986,,,X,S,,,C,10.1111/nph.12221
8186,ocote chino,Pinus,ECM,oocarpa,,,PIOO2,51,51,,1,20,980,,,X,S,,,C,10.1111/nph.12221
8187,Mexican weeping pine,Pinus,ECM,patula,,,PIPA13,51,51,,1,20,980,,,X,S,,,C,10.1111/nph.12221
8211,corcho bobo,Pisonia,ECM,albida,,,PIAL3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8216,water mampoo,Pisonia,ECM,subcordata,,,PISU,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8511,Graves oak,Quercus,ECM,gravesii,,,QUGR2,26,,,4,29,221,,,X,H,E,,,10.1111/nph.12221
8512,Mexican white oak,Quercus,ECM,polymorpha,,,QUPO2,26,,,4,29,221,,,X,H,E,,,10.1111/nph.12221
8513,Buckley oak,Quercus,ECM,buckleyi,,,QUBU2,26,,,4,29,221,,,X,H,E,,,10.1111/nph.12221
8514,Lacey oak,Quercus,ECM,laceyi,,,QULA,26,,,4,29,221,,,X,H,E,,,10.1111/nph.12221
350,alder spp.,Alnus,EITHER,spp.,,,ALNUS,41,,,3,37,221,X,,X,H,,W,,10.1111/nph.12221
351,red alder,Alnus,EITHER,rubra,,,ALRU2,43,,,3,26,131,,,X,H,,W,,10.1111/nph.12221
353,Arizona alder,Alnus,EITHER,oblongifolia,,,ALOB2,43,,,3,37,221,,,X,H,,W,,10.1111/nph.12221
355,European alder,Alnus,EITHER,glutinosa,,,ALGL2,43,,,3,26,146,X,X,X,H,E,,,10.1111/nph.12221
500,hawthorn spp.,Crataegus,EITHER,spp.,,,CRATA,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
501,cockspur hawthorn,Crataegus,EITHER,crus-galli,,,CRCR2,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
502,downy hawthorn,Crataegus,EITHER,mollis,,,CRMO2,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
503,Brainerd's hawthorn,Crataegus,EITHER,brainerdii,,,CRBR3,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
504,pear hawthorn,Crataegus,EITHER,calpodendron,,,CRCA,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
505,fireberry hawthorn,Crataegus,EITHER,chrysocarpa,,,CRCH,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
506,broadleaf hawthorn,Crataegus,EITHER,dilatata,,,CRDI,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
